geom,identyfikator,województwo,powiat,gmina,obręb,numer,data_dodania,cena,przeznaczenie,Link do oferty,Komentarz,Powierzchnia,Link do zdjęcia,Location,,working links
0103000020110F0000010000000B000000CC4169BA196441417EE78DEFB76358410EEB8FDE3D644141C204F4CFAE63584178233A8C43644141CC8B6A79AB6358410AFE5843646441416B7F7AA4BD63584133F8BF536F644141ECC6066AC56358419636A54B776441410461A99FC16358410F1BAF616B644141E54ED7E0CC635841CA63A32154644141CF8A226CDE6358413B194AF3406441412B5F52FFCA635841E64B89782F644141F2801034CF635841CC4169BA196441417EE78DEFB7635841,120707_2.0014.979/2,małopolskie,limanowski,Limanowa,Pisarzowa,979/2,2024/05/28,12000,WZ,https://www.facebook.com/groups/1774804752832287/posts/3621376154841795/,,7318.34,https://storage.googleapis.com/my-website-bucketstrona/lIMANOWA28.05.jpg,"49.694937,20.477700",,yes
0103000020110F00000100000005000000800A693BBDDC4141F7FFD171B6045B418E1264719CDC41410F8F4515BA045B4121F8792F97DC4141C891092BAE045B41E4AF72F9B7DC4141D5DC9887AA045B41800A693BBDDC4141F7FFD171B6045B41,281706_2.0022.121/28,warmińsko-mazurskie,szczycieński,Szczytno,Rudka,121/28,2024/05/24,92800,WZ,https://www.bartinvest.nieruchomosci.pl/Nieruchomo%C5%9B%C4%87/dzialki-budowlane-kolo-szczytna/,,1159.19,https://storage.googleapis.com/my-website-bucketstrona/Szczytno%20100.jpg,"53.535637,21.031398",,yes
0103000020110F00000100000007000000D84CE6035FC53941D0B7BE99AEB15941D973C6FC29C5394100966BBAAFB15941B7C4B94C26C53941350A27E4A4B15941C06E337D2AC539415F9DC108A4B15941F5CF241F4DC539412F0F40A1A6B159419871CDE95CC53941B73ED341A8B15941D84CE6035FC53941D0B7BE99AEB15941,081102_1.0003.497/12,lubuskie,żarski,Żary (miasto),3,497/12,2024/05/29,87000,x,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3622940004685410/,,767.4,https://storage.googleapis.com/my-website-bucketstrona/%C5%BBary_miasto.jpg,"51.641313,15.171611",,yes
0103000020110F00000100000006000000E20C6D6727A54141A71E726B53695A41BF0156E83FA5414184A4544058695A41609A422E37A54141BEF94B6263695A41611250F620A54141385A6B015F695A417A78B0921FA54141B1531E675D695A41E20C6D6727A54141A71E726B53695A41,142405_2.0018.60/33,mazowieckie,pułtuski,Świercze,Prusinowice,60/33,2024/05/13,55000,x,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3637863633193047/?sale_post_id=3637863633193047,,922.59,https://storage.googleapis.com/my-website-bucketstrona/142405_2.0018.6032.jpg,"52.677842,20.776221",,yes
0103000020110F00000100000006000000DE2B0151D6604241113D8016D43D5B412DA65AB9CA6042414E543E6FDD3D5B41513FDABDC260424148FB8D9EDD3D5B41A45A2F45AB60424171687D57D63D5B41F70B2710BA6042413F619A5BCA3D5B41DE2B0151D6604241113D8016D43D5B41,281002_5.0016.706/6,warmińsko-mazurskie,mrągowski,Mikołajki,Woźnice,706/6,2024/05/15,90000,X,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3639311503048260/,,1284.15,https://storage.googleapis.com/my-website-bucketstrona/281002_5.0016.706.jpg,"53.846843,21.638919",,yes
0103000020110F0000010000000500000000A0B10939A541412DDEC21185695A41E1CEAC4521A5414136D92F497F695A4165AB81B92BA54141116A38F971695A4173109F3C44A5414164B81FCE76695A4100A0B10939A541412DDEC21185695A41,142405_2.0018.60/29,mazowieckie,pułtuski,Świercze,Prusinowice,60/29,2024/05/13,55000,x,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3637863633193047/?sale_post_id=3637863633193047,,1148.55,https://storage.googleapis.com/my-website-bucketstrona/142405_2.0018.6032.jpg,"52.678546,20.776286",,yes
0103000020110F000001000000070000009486523193FA4041BC86B3442A705841C73554C180FA40410393B58624705841900BDB726EFA40410FFEED5C1D705841580E096675FA40411DF7EB821B70584192FCBC3380FA40419D2650811F70584126A49BEBA0FA4041FB0F85D1297058419486523193FA4041BC86B3442A705841,120904_2.0001.3246,małopolskie,myślenicki,Pcim,Pcim,3246,2024/04/17,,x,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3620396098273134/?sale_post_id=3620396098273134,,636.33,https://storage.googleapis.com/my-website-bucketstrona/Z%C5%82%C4%85czone%20rastry%20MPZP%20Pok%C3%B3j.png,"49.768538,19.991295",,yes
0103000020110F0000010000000A0000006BA31DF62C8243412F1EBCC3C66759417921D2708B81434111052D94886759415A7622A2C8804341510EDBE73E6759414E3A27FD3D804341B3CA25C60B67594155EA9F674D804341A8F730FC026759417B513143D4804341679F540D37675941F83BDCC696814341ADF5FA5D80675941E22C23104982434127769C4BC3675941CC694E4D39824341AE9D5937C66759416BA31DF62C8243412F1EBCC3C6675941,061004_2.0009.65,lubelskie,łęczyński,Milejów,Jaszczów Kolonia,65,2024/04/26,,X,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3626117384367672/,,20512.33,https://scontent.flcj1-1.fna.fbcdn.net/v/t39.30808-6/438101813_1112306683487132_4486803739868812548_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=MLxfIzWYgCwAb4uwvJv&_nc_ht=scontent.flcj1-1.fna&oh=00_AfD8PHGIib2QAipuqrCI6ZVZlV6TkHLOi0tizjKQZPlR3g&oe=6631C849,"51.215384,22.965847",,yes
0103000020110F00000100000005000000855D8C3D091043415123E7FF7DD55A41929569280D104341C57EE7896DD55A412A91FDE52810434162498CBB72D55A41B110EE26251043417956D5FB7FD55A41855D8C3D091043415123E7FF7DD55A41,200701_5.0007.54/5,podlaskie,łomżyński,Jedwabne,Burzyn,54/5,2024/05/28,74000,MN,https://www.bartinvest.nieruchomosci.pl/Nieruchomo%C5%9B%C4%87/dzialki-budowlane-w-swietnej-lokalizacji-i-cenie/,,1223.97,https://storage.googleapis.com/my-website-bucketstrona/Jedwabne.jpg,"53.276643,22.445390",,yes
0103000020110F0000010000000600000064DCD66AEF3A4041D9FF9E823ACC59417080B3BEE93A40419C525F162BCC594131B6E4E6EA3A4041EE6FCDED2ACC594194134225023B40418731D7B727CC59419A9B2CB4073B4041C79593D436CC594164DCD66AEF3A4041D9FF9E823ACC5941,100806_5.0024.AR_1.305/16,łódzkie,pabianicki,Lutomiersk,Szydłów,305/16,2024/04/24,96000,x,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3624817684497642/,,1198.19,https://storage.googleapis.com/my-website-bucketstrona/100806_5.0024.AR_1.30516.jpg,"51.792488,19.110267",,yes
0103000020110F00000100000006000000EEC0AA711C90424181440CEE39735841B60B6E6242904241C3BE7B3632735841A24E5ABE4F904241D47D06942F7358413661E40D58904241DCD2901D39735841D5D9A48024904241FB40654343735841EEC0AA711C90424181440CEE39735841,180705_2.0005.73/5,podkarpackie,krośnieński,Korczyna,Krasna,73/5,2024/05/29,,x,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3649572978688779/,,1904.47,https://storage.googleapis.com/my-website-bucketstrona/Korczyna%20zdj%C4%99cie.jpg,"49.786862,21.857273",,yes
0103000020110F00000100000005000000C1752CFA8200424161CC03CE975D5A41DA8F92D68A00424164973DD2A75D5A417B1796EC72004241D9C129C5AA5D5A41A9B33B106B004241ABE2ECC09A5D5A41C1752CFA8200424161CC03CE975D5A41,142407_2.0025.135/11,mazowieckie,pułtuski,Zatory,Zatory,135/11,2024/05/28,90000,WZ,https://www.bartinvest.nieruchomosci.pl/Nieruchomo%C5%9B%C4%87/dzialki-budowlane-w-swietnej-lokalizacji/,,1199.19,https://storage.googleapis.com/my-website-bucketstrona/Zatory6_9_12.jpg,"52.612399,21.196127",,yes
0103000020110F000001000000070000006EA70A854E004241FFB1779E9E5D5A41CBE63979470042411AE2DB41905D5A41ACE106C961004241A9FB54048D5D5A4144345950660042413E6FEE3F965D5A41A40879EA630042410B57A28B965D5A418B2E016F6600424124D293AB9B5D5A416EA70A854E004241FFB1779E9E5D5A41,142407_2.0025.135/8,mazowieckie,pułtuski,Zatory,Zatory,135/8,2024/05/28,85875,WZ,https://www.bartinvest.nieruchomosci.pl/Nieruchomo%C5%9B%C4%87/dzialki-budowlane-w-swietnej-lokalizacji/,,1144.36,https://storage.googleapis.com/my-website-bucketstrona/Zatory6_9_12.jpg,"52.612145,21.195492",,yes
0103000020110F0000010000000600000089A05E05D25941415F04D1A061545B410B3C73D1B9594141D4D00AF664545B419706313BBB594141DCDE03FD57545B41AA3CF7BCD65941413170A40F58545B41D79CD147D65941419BC252C95C545B4189A05E05D25941415F04D1A061545B41,281403_5.0012.484/1,warmińsko-mazurskie,olsztyński,Dobre Miasto,Stary Dwór,484/1,2024/05/20,,Budowlana,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3620373864942024/,,818.24,https://storage.googleapis.com/my-website-bucketstrona/Dobre%20Miasto%20zdj%C4%99cie.jpg,"53.968945,20.429398",,yes
0103000020110F00000100000007000000EF4E7362C7E73F416DE4E1D017325B41E6F23307C2E73F415DAEB56F1F325B41F66E70CBB6E73F414558919E23325B417C454D399DE73F41AB6F024419325B4184264E4091E73F4144625CA311325B4159D85FDDC3E73F41A506A4380F325B41EF4E7362C7E73F416DE4E1D017325B41,221402_5.0003.140/11,pomorskie,tczewski,Gniew,Jeleń,140/11,2024/04/23,92166,x,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3624184404560970/,,921.66,https://storage.googleapis.com/my-website-bucketstrona/221402_5.0003.14011.jpg,"53.783090,18.783137",,yes
0103000020110F00000100000009000000C6797B86681C4241ADB42BAA7E3359413C48DE035C1C42419BE19F8B8D33594146FD6F6E4A1C4241FF5003348C3359415D9302EB3F1C424150C0F63A80335941FE6B4471461C42412F7150F87B3359410C163C65501C424156D9842575335941FB3B0DED651C4241ACD45B997B33594132179B256A1C4241FCBF93BD7C335941C6797B86681C4241ADB42BAA7E335941,260703_2.0008.379,świętokrzyskie,ostrowiecki,Bodzechów,Jędrzejowice,379,2024/05/22,60000,x,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3621218181524259/,,2008.52,https://storage.googleapis.com/my-website-bucketstrona/J%C4%99drzejowice%20zdj%C4%99cie.jpg,"50.915403,21.324217",,yes
0103000020110F0000010000000600000091AC76A109173F418451653F42E55B4117D822F80D173F413DE826333BE55B413D0D014012173F41CEA8EBCD31E55B41EE8ED6C735173F41E6CE451D44E55B4136E41B110A173F415983C37B46E55B4191AC76A109173F418451653F42E55B41,221107_2.0024.AR_1.429,pomorskie,pucki,Puck,Werblinia,429,2024/05/13,80000,x,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3637372813242129/,,612.01,https://storage.googleapis.com/my-website-bucketstrona/221107_2.0024.AR_1.429.jpg,"54.745531,18.303449",,yes
0103000020110F000001000000050000006EA70A854E004241FFB1779E9E5D5A418B2E016F6600424124D293AB9B5D5A412BEE574B6E004241B285C3AEAB5D5A4190B15561560042419E79AAA1AE5D5A416EA70A854E004241FFB1779E9E5D5A41,142407_2.0025.135/7,mazowieckie,pułtuski,Zatory,Zatory,135/7,2024/05/28,90000,WZ,https://www.bartinvest.nieruchomosci.pl/Nieruchomo%C5%9B%C4%87/dzialki-budowlane-w-swietnej-lokalizacji/,,1198.9,https://storage.googleapis.com/my-website-bucketstrona/Zatory6_9_12.jpg,"52.612477,21.195610",,yes
0103000020110F000001000000050000007AC2C9B478004241F46EEAE4C05D5A410765A5EA600042410F2B551CC45D5A4190B15561560042419E79AAA1AE5D5A412BEE574B6E004241B285C3AEAB5D5A417AC2C9B478004241F46EEAE4C05D5A41,142407_2.0025.135/6,mazowieckie,pułtuski,Zatory,Zatory,135/6,2024/05/28,120000,WZ,https://www.bartinvest.nieruchomosci.pl/Nieruchomo%C5%9B%C4%87/dzialki-budowlane-w-swietnej-lokalizacji/,,1598.34,https://storage.googleapis.com/my-website-bucketstrona/Zatory6_9_12.jpg,"52.612889,21.195778",,yes
0103000020110F000001000000050000002E61796576DC414164CE71CEB1045B415677792171DC4141128337E4A5045B41CD486EEB91DC4141EAA1F942A2045B4121F8792F97DC4141C891092BAE045B412E61796576DC414164CE71CEB1045B41,281706_2.0022.121/23,warmińsko-mazurskie,szczycieński,Szczytno,Rudka,121/23,2024/05/24,94960,WZ,https://www.bartinvest.nieruchomosci.pl/Nieruchomo%C5%9B%C4%87/dzialki-budowlane-kolo-szczytna/,,1158.82,https://storage.googleapis.com/my-website-bucketstrona/Szczytno%20100.jpg,"53.535455,21.030711",,yes
0103000020110F0000010000000A0000007C3452D2B0164341F84366404E655841E7247035B1164341ABE9ED2E5B655841E0C78025AE164341CC1B7A2763655841EF92BD49AD164341D8D01B3363655841687514E5AF164341D4321B915C65584106FE6863B01643413F2AC4AA566558411F2F3EA7AC164341C695581446655841CFC31227B0164341D3BBD45F466558415FDC037DB016434115EF286C476558417C3452D2B0164341F84366404E655841,181301_5.0022.93/2,podkarpackie,przemyski,Bircza,Nowa Wieś,93/2,2024/05/22,42900,Bz,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3644422062537204/?sale_post_id=3644422062537204,,160.26,https://storage.googleapis.com/my-website-bucketstrona/Bricza%20zdj%C4%99cie.jpg,"49.704275,22.475755",,yes
0103000020110F00000100000007000000C1752CFA8200424161CC03CE975D5A41A9B33B106B004241ABE2ECC09A5D5A41D0C71EB468004241C1373BF4955D5A4144345950660042413E6FEE3F965D5A41ACE106C961004241A9FB54048D5D5A41D647B2167C004241F98DBBC5895D5A41C1752CFA8200424161CC03CE975D5A41,142407_2.0025.135/12,mazowieckie,pułtuski,Zatory,Zatory,135/12,2024/05/28,84075,WZ,https://www.bartinvest.nieruchomosci.pl/Nieruchomo%C5%9B%C4%87/dzialki-budowlane-w-swietnej-lokalizacji/,,1119.78,https://storage.googleapis.com/my-website-bucketstrona/Zatory6_9_12.jpg,"52.612061,21.195973",,yes
0103000020110F00000100000007000000C76B8FC446A54141446423824F695A4125938DCE55A54141D976950653695A410B76AFAE5EA54141F154211A55695A4127CD3AAF4FA5414112D92D3768695A41609A422E37A54141BEF94B6263695A41BF0156E83FA5414184A4544058695A41C76B8FC446A54141446423824F695A41,142405_2.0018.60/34,mazowieckie,pułtuski,Świercze,Prusinowice,60/34,2024/05/13,55000,x,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3637863633193047/?sale_post_id=3637863633193047,,1623.59,https://storage.googleapis.com/my-website-bucketstrona/142405_2.0018.6032.jpg,"52.677864,20.776722",,yes
0103000020110F0000010000000C000000BB2C94DDBFF94241069BA47EE83F5841907D1FEAB1F942417C1350AAED3F5841D4D21404AEF9424152811FF6EA3F584131A1A96FA6F942417D9459F8E43F5841A2DB73A89FF9424175F93BD6DE3F5841D4086B8B95F942410097F1A2D53F5841FB1BC3AF8DF94241796A25BACE3F5841BF09F89D80F94241B52A6058C53F58410C9B4D288EF94241E781B2BAC03F584119015889A6F9424115DED6E5D33F58418E69C34BB4F94241941E4650DE3F5841BB2C94DDBFF94241069BA47EE83F5841,182103_5.0008.482,podkarpackie,leski,Lesko,Jankowce,482,2024/04/26,100000,X,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3622903501355727/,,2698.6,https://storage.googleapis.com/my-website-bucketstrona/182103_5.0008.482.jpg,"49.480742,22.342057",,yes
0103000020110F00000100000006000000D89902A366BD4241E8CAE4D5A96D5A41FD67E3FA60BD42418AE13616A06D5A41DA3745B98ABD424185FAA6FF996D5A41A2AF57E18DBD42418760F1629F6D5A413ADE0D6E90BD4241C6832ABEA36D5A41D89902A366BD4241E8CAE4D5A96D5A41,141605_2.0026.776,mazowieckie,ostrowski,Małkinia Górna,Zawisty Podleśne,776,2024/05/22,129000,R,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3620970554882355/?sale_post_id=3620970554882355,,1299.38,https://storage.googleapis.com/my-website-bucketstrona/Ma%C5%82kinia%20zdj%C4%99cie.jpg,"52.701684,22.065365",,yes
0103000020110F00000100000005000000497B154B6CBD4241BA9C7893B36D5A41D89902A366BD4241E8CAE4D5A96D5A413ADE0D6E90BD4241C6832ABEA36D5A418D3CC22296BD424123818579AD6D5A41497B154B6CBD4241BA9C7893B36D5A41,141605_2.0026.775,mazowieckie,ostrowski,Małkinia Górna,Zawisty Podleśne,775,2024/05/22,129000,R,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3620970554882355/?sale_post_id=3620970554882355,,1299.6,https://storage.googleapis.com/my-website-bucketstrona/Ma%C5%82kinia%20zdj%C4%99cie.jpg,"52.701903,22.065471",,yes
0103000020110F00000100000006000000498DFA797CBD4241EBEA96B0816D5A41451012E556BD424145326252876D5A41D15F35CC51BD424138AC73EE856D5A412D7E8CB44CBD42419A7B39297D6D5A41DEDB944476BD424192436619776D5A41498DFA797CBD4241EBEA96B0816D5A41,141605_2.0026.780,mazowieckie,ostrowski,Małkinia Górna,Zawisty Podleśne,780,2024/05/22,129000,R,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3620970554882355/?sale_post_id=3620970554882355,,1404.25,https://storage.googleapis.com/my-website-bucketstrona/Ma%C5%82kinia%20zdj%C4%99cie.jpg,"52.700933,22.065006",,yes
0103000020110F00000100000006000000510EE9CC7EBD4241FF27D8A7856D5A41D968637185BD4241CB378AFE906D5A41E520A2BF5BBD4241299AE112976D5A411F5D536556BD4241317AF4DA8D6D5A418C85A13159BD42414972A2488B6D5A41510EE9CC7EBD4241FF27D8A7856D5A41,141605_2.0026.778,mazowieckie,ostrowski,Małkinia Górna,Zawisty Podleśne,778,2024/05/22,129000,R,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3620970554882355/?sale_post_id=3620970554882355,,1486.28,https://storage.googleapis.com/my-website-bucketstrona/Ma%C5%82kinia%20zdj%C4%99cie.jpg,"52.701268,22.065169",,yes
0103000020110F00000100000007000000BFBD6AF072BD424182BEC206BF6D5A41497B154B6CBD4241BA9C7893B36D5A418D3CC22296BD424123818579AD6D5A41F8E2121D9BBD4241F79D44F9B56D5A41FE7759A582BD42415594348AB96D5A41C0DEB45684BD42417638A17CBC6D5A41BFBD6AF072BD424182BEC206BF6D5A41,141605_2.0026.774,mazowieckie,ostrowski,Małkinia Górna,Zawisty Podleśne,774,2024/05/22,129000,R,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3620970554882355/?sale_post_id=3620970554882355,,1299.5,https://storage.googleapis.com/my-website-bucketstrona/Ma%C5%82kinia%20zdj%C4%99cie.jpg,"52.702112,22.065541",,yes
0103000020110F000001000000060000007D2662E085BD42416E35EABB916D5A41DA3745B98ABD424185FAA6FF996D5A41FD67E3FA60BD42418AE13616A06D5A41E520A2BF5BBD4241299AE112976D5A41D968637185BD4241CB378AFE906D5A417D2662E085BD42416E35EABB916D5A41,141605_2.0026.777,mazowieckie,ostrowski,Małkinia Górna,Zawisty Podleśne,777,2024/05/22,129000,R,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3620970554882355/?sale_post_id=3620970554882355,,1199.68,https://storage.googleapis.com/my-website-bucketstrona/Ma%C5%82kinia%20zdj%C4%99cie.jpg,"52.701482,22.065268",,yes
0103000020110F000001000000070000001C627FAB66B94041BBFBA46677F15941DA22B69972B94041AB3CDC1C67F15941B3A02E5585B94041703D3E8F6AF159417F6ACD897AB9404193A3694C79F15941DEC8BA0272B94041A4AE71BD77F1594132E5F29D6EB9404114C338DA78F159411C627FAB66B94041BBFBA46677F15941,102005_2.0031.346/7,łódzkie,zgierski,Głowno,Ziewanice,346/7,2024/04/21,79000,"Teren objęty Miejscowym Planem Zagospodarowania Przestrzennego. Przeznaczenie podstawowe: a) pod zabudowę rekreacyjną - letniskową z obiektami i urządzeniami towarzyszącymi, b) dopuszczalne przeznaczenie uzupełniające - usługi związane z obsługą bytową mieszkańców, c) dla terenów rozbudowywanej i nowej zabudowy następujące zasady i warunki kształtowania zabudowy: – lokalizację budynków jako wolnostojące, – maksymalna wysokość zabudowy - dwie kondygnacje, przy czym druga powinna stanowić poddasze użytkowe, – nachylenie połaci dachu budynków w zakresie 20° - 45° o równym kącie nachylenia, – jednolita kolorystyka dachów wszystkich budynków na poszczególnych działkach budowlanych, d) powierzchnię biologicznie czynną dla działek przeznaczonych pod zabudowę mieszkaniową jednorodzinną na min. 70% powierzchni działki budowlanej.  W głównej drodze znajduje się prąd. Dojazd do działki jest poprzez drogę wewnętrzną, utwardzoną.",https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3622442994735111/,,998.55,https://storage.googleapis.com/my-website-bucketstrona/102005_2.0031.3467.jpg,"52.003916,19.692040",,yes
0103000020110F0000010000000E000000E3E4A7FA6FA04041966CC89332B6584104320A7B6FA040410EF4CD0635B6584173C6612359A04041374BFDEC33B6584174F3E45F5AA04041D80980AD2EB658418F1444A9E5A04041681B14A836B658412A702F6F35A1404175448E5C3CB65841E708964163A140416B41DAA640B6584116FF1C1E76A14041A4C5F67941B6584165C582E181A1404143ABB80942B658417E21332089A140414D0E6D5642B6584197B171BC84A1404171DC024245B65841570AAD8526A140410D0049DB3DB658415A8BCB89B6A0404143D9D47636B65841E3E4A7FA6FA04041966CC89332B65841,120606_5.0010.1224,małopolskie,krakowski,Krzeszowice,Nowa Góra,1224,2024/04/21,59000,x,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3623166344662776/,,2757.63,https://storage.googleapis.com/my-website-bucketstrona/120606_5.0010.1224.jpg,"50.183130,19.579057",,yes
0103000020110F00000100000007000000DDE662C7ABD93D41F4999C78A5AF5A4180308DD679D93D41195A2AB6B2AF5A4188C63B4C5FD93D412912976BACAF5A416B43C45190D93D4184C4816B9FAF5A41EBD599E1A4D93D41F0EB7F49A4AF5A4184F875D5A5D93D417B8FEE09A4AF5A41DDE662C7ABD93D41F4999C78A5AF5A41,041001_5.0030.636/8,kujawsko-pomorskie,nakielski,Kcynia,Studzienki,636/8,2024/05/18,,x,x,,948.61,https://storage.googleapis.com/my-website-bucketstrona/zdjecie%20dzialki.jpg,"53.068184,17.573106",,
0103000020110F000001000000050000005AF1F405E0B43A41BF004C6BDB725B41FFA75CA5F3B43A414071EE49D7725B4120FC6FF301B53A418B2205ABDC725B4139211753EEB43A4123F472B5E0725B415AF1F405E0B43A41BF004C6BDB725B41,320802_2.0020.452/4,zachodniopomorskie,kołobrzeski,Dygowo,Dygowo,452/4,2024/05/28,30000,x,https://www.facebook.com/groups/1774804752832287/pending_posts/3621648361481241/,,224.39,https://storage.googleapis.com/my-website-bucketstrona/Czernich%C3%B3w.jpg,"54.133646,15.722835",,yes
0103000020110F000001000000060000002B3C45D3396A4041947299632A2359412B6DBE03436A4041B888734D3C23594185ACB36A326A404129C568EE3E2359414D76C94D2D6A404170AE16F534235941A43077FF286A4041F991778F2C2359412B3C45D3396A4041947299632A235941,240410_2.0025.194/5,śląskie,częstochowski,Mstów,Zawada,194/5,2024/04/25,88500,x,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3624238727888871/?sale_post_id=3624238727888871,,1039.31,https://storage.googleapis.com/my-website-bucketstrona/240410_2.0025.1945.jpg,"50.820773,19.327545",,yes
0103000020110F00000100000007000000B0A29EBD551E43414070FAAF872E5B41BD3378426E1E434168969DFB882E5B41C19DA08F581E434183C155669A2E5B419FA85843551E4341919DBADC9A2E5B4109FFDEE9511E4341BEFDCD7D9D2E5B410BF969143F1E4341AC799B7D9C2E5B41B0A29EBD551E43414070FAAF872E5B41,280504_2.0036.74/5,warmińsko-mazurskie,ełcki,Prostki,Wiśniowo Ełckie,74/5,2024/04/29,83000,x,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3627240827588661/?sale_post_id=3627240827588661,,1394.23,https://storage.googleapis.com/my-website-bucketstrona/280504_2.0036.741.jpg,"53.763959,22.510892",,yes
0103000020110F00000100000006000000FA602FA2102442415E7F900BC6805941D48895322B2442414EC81094C7805941C05B5DD726244241D4C59DBDD380594182D057650F24424139F87A68D28059411C27FBCD0D2442419C51E451D2805941FA602FA2102442415E7F900BC6805941,142502_2.0014.289/2,mazowieckie,radomski,Gózd,Kuczki,289/2,2024/05/15,95000,X,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3638931723086238/?sale_post_id=3638931723086238,,1000.46,https://storage.googleapis.com/my-website-bucketstrona/142502_2.0014.2892.jpg,"51.361513,21.360001",,yes
0103000020110F000001000000070000006B43C45190D93D4184C4816B9FAF5A4188C63B4C5FD93D412912976BACAF5A415CE5B4BD44D93D4171030221A6AF5A41279349A074D93D4145494B6E99AF5A41FE3D717D83D93D41142D03F39CAF5A416F404FBC8CD93D41812BD6919EAF5A416B43C45190D93D4184C4816B9FAF5A41,041001_5.0030.636/9,kujawsko-pomorskie,nakielski,Kcynia,Studzienki,636/9,2024/05/18,,x,x,,929.04,https://storage.googleapis.com/my-website-bucketstrona/zdjecie%20dzialki.jpg,"53.068050,17.572863",,
0103000020110F000001000000050000007D25EA056A2B3F4137920CFB74F05B41C470DF78E02A3F410C2A217478F05B4131F0C7A2D82A3F41A903DBB964F05B41360266B72E2B3F41DCACCE3362F05B417D25EA056A2B3F4137920CFB74F05B41,221104_5.0002.69/5,pomorskie,pucki,Władysławowo,Chłapowo,69/5,2024/05/15,,R,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3635102876802456/?sale_post_id=3635102876802456,,2996.98,https://storage.googleapis.com/my-website-bucketstrona/221104_5.0002.691.jpg,"54.804871,18.349401",,yes
0103000020110F00000100000005000000D2B34C4371EA4141FE5FACFB785A5A412FA59A6E68EA41417B938A6B6F5A5A411AF6503E84EA414163762E44685A5A41B1F8BAAA8DEA41410D91C340725A5A41D2B34C4371EA4141FE5FACFB785A5A41,142403_2.0008.42/5,mazowieckie,pułtuski,Pokrzywnica,Karniewek,42/5,2024/04/23,160000,x,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3624199041226173/,,998.93,https://storage.googleapis.com/my-website-bucketstrona/142403_2.0008.424.jpg,"52.594576,21.094940",,yes
0103000020110F00000100000005000000224C3EA382E64141072AC80EDC2F5841DEA11BB769E641412D199CE5DC2F58411837F3BB67E641416AA56AEECF2F58411C82FEDE80E64141B2789C14CF2F5841224C3EA382E64141072AC80EDC2F5841,121007_5.0005.344/5,małopolskie,nowosądecki,Krynica-Zdrój,Muszynka,344/5,2024/05/28,75000,R z WZ,https://www.facebook.com/groups/1774804752832287/posts/3621887028124041/,,1106.23,https://storage.googleapis.com/my-website-bucketstrona/Muszynca.jpg,"49.384982,21.076436",,yes
0103000020110F0000010000000500000026C5846984E6414162FA8225E92F5841493538B86BE64141CB1658FAE92F5841DEA11BB769E641412D199CE5DC2F5841224C3EA382E64141072AC80EDC2F584126C5846984E6414162FA8225E92F5841,121007_5.0005.344/6,małopolskie,nowosądecki,Krynica-Zdrój,Muszynka,344/6,2024/05/28,75000,R z WZ,https://www.facebook.com/groups/1774804752832287/posts/3621887028124041/,,1105.97,https://storage.googleapis.com/my-website-bucketstrona/Muszynca.jpg,"49.385290,21.076472",,yes
0103000020110F0000010000000500000035710487C67F4041D46947F60F415A41A899EE89EE7F404138FF93DA0D415A41D447DA830480404111E79D2421415A4187DB3410E37F40413E11374429415A4135710487C67F4041D46947F60F415A41,140402_2.0057.100,mazowieckie,gostyniński,Gostynin,Nagodów,100,2024/04/26,64000,x,https://www.facebook.com/groups/dzialkizamniejniz100tys/permalink/3626391317673612/?sale_post_id=3626391317673612,,2818.15,https://storage.googleapis.com/my-website-bucketstrona/140402_2.0057.100.jpg,"52.452766,19.427297",,yes
